"championship_round","championship_match_id","player_id","player_nickname","player_club_name","player_match_field","player_match_score"
"2014.01","8512","68872","Marcelo Lomba","Bahia","home","-4.00"
"2014.01","8512","70874","Rhayner","Bahia","home","8.70"
"2014.01","8512","50353","Titi","Bahia","home","2.60"
"2014.01","8512","38507","Rafael Miranda","Bahia","home","-0.60"
"2014.01","8512","82502","Rafinha","Bahia","home","0.40"
"2014.01","8512","50532","Maxi Biancucchi","Bahia","home","2.50"
"2014.01","8512","68723","Demerson","Bahia","home","-1.50"
"2014.01","8512","73530","Wilson Pittoni","Bahia","home","0.00"
"2014.01","8512","88075","Jeam","Bahia","home","-0.50"
"2014.01","8512","41364","Lincoln","Bahia","home","3.40"
"2014.01","8512","84099","Anderson Talisca","Bahia","home","13.50"
"2014.01","8512","69209","Diego Macedo","Bahia","home","2.70"
"2014.01","8512","53472","Fahel","Bahia","home","-2.40"
"2014.01","8512","81031","Marquinhos Santos","Bahia","home","2.45"
"2014.01","8512","87213","Pará","Bahia","home","2.10"
"2014.01","8512","37656","Fábio","Cruzeiro","away","4.00"
"2014.01","8512","50358","Marcelo Moreno","Cruzeiro","away","7.70"
"2014.01","8512","38573","Nilton","Cruzeiro","away","5.40"
"2014.01","8512","37794","Tinga","Cruzeiro","away","-1.70"
"2014.01","8512","42145","Egídio","Cruzeiro","away","0.10"
"2014.01","8512","62136","Marcelo Oliveira","Cruzeiro","away","3.59"
"2014.01","8512","42116","Willian","Cruzeiro","away","-1.20"
"2014.01","8512","81845","Alisson","Cruzeiro","away","0.20"
"2014.01","8512","50459","Léo","Cruzeiro","away","1.90"
"2014.01","8512","81150","Mayke","Cruzeiro","away","-0.80"
"2014.01","8512","84262","Wallace","Cruzeiro","away","4.30"
"2014.01","8512","80944","Marlone","Cruzeiro","away","12.80"
"2014.01","8512","68909","Souza","Cruzeiro","away","4.70"
"2014.01","8512","37941","Borges","Cruzeiro","away","3.60"
"2014.01","8512","63058","Willian Farias","Cruzeiro","away","-1.50"
"2014.01","8513","80552","Marquinhos Pedroso","Figueirense","away","1.00"
"2014.01","8513","62971","Nirley","Figueirense","away","-7.10"
"2014.01","8513","73563","Lúcio Maranhão","Figueirense","away","1.40"
"2014.01","8513","50326","Éverton Santos","Figueirense","away","1.30"
"2014.01","8513","60780","Vinícius Eutrópio","Figueirense","away","0.64"
"2014.01","8513","68938","Giovanni Augusto","Figueirense","away","-0.50"
"2014.01","8513","72018","Tiago Volpi","Figueirense","away","8.70"
"2014.01","8513","50321","Vitor Júnior","Figueirense","away","0.20"
"2014.01","8513","78967","Dudu","Figueirense","away","3.70"
"2014.01","8513","83688","Luan","Figueirense","away","-1.10"
"2014.01","8513","38394","Thiago Heleno","Figueirense","away","-3.70"
"2014.01","8513","77529","Leandro Silva","Figueirense","away","-0.20"
"2014.01","8513","69047","Paulo Roberto","Figueirense","away","-2.00"
"2014.01","8513","36775","Marcos Assunção","Figueirense","away","2.80"
"2014.01","8513","78716","Nem","Figueirense","away","2.50"
"2014.01","8513","42499","Bruno","Fluminense","home","3.90"
"2014.01","8513","74059","Elivelton","Fluminense","home","9.60"
"2014.01","8513","37798","Rafael Sobis","Fluminense","home","12.30"
"2014.01","8513","50348","Conca","Fluminense","home","3.70"
"2014.01","8513","37627","Diguinho","Fluminense","home","2.50"
"2014.01","8513","38162","Fred","Fluminense","home","14.10"
"2014.01","8513","38451","Carlinhos","Fluminense","home","8.50"
"2014.01","8513","62128","Walter","Fluminense","home","-1.10"
"2014.01","8513","60752","Cristóvão Borges","Fluminense","home","5.79"
"2014.01","8513","38431","Diego Cavalieri","Fluminense","home","4.70"
"2014.01","8513","80949","Biro Biro","Fluminense","home","0.40"
"2014.01","8513","62047","Jean","Fluminense","home","-2.30"
"2014.01","8513","37674","Wagner","Fluminense","home","1.20"
"2014.01","8513","50417","Valencia","Fluminense","home","1.70"
"2014.01","8513","68887","Gum","Fluminense","home","4.50"
"2014.01","8514","51318","Leandro Donizete","Atlético-MG","home","2.00"
"2014.01","8514","68807","Neto Berola","Atlético-MG","home","-0.80"
"2014.01","8514","79947","Marion","Atlético-MG","home","0.50"
"2014.01","8514","68758","Fernandinho","Atlético-MG","home","1.10"
"2014.01","8514","38440","Pierre","Atlético-MG","home","0.00"
"2014.01","8514","36943","Paulo Autuori","Atlético-MG","home","3.51"
"2014.01","8514","84861","Alex Silva","Atlético-MG","home","7.00"
"2014.01","8514","77895","Emerson Conceição","Atlético-MG","home","5.50"
"2014.01","8514","68925","Leonardo Silva","Atlético-MG","home","5.50"
"2014.01","8514","69219","Otamendi","Atlético-MG","home","5.10"
"2014.01","8514","50294","Guilherme","Atlético-MG","home","0.70"
"2014.01","8514","36802","Ronaldinho Gaúcho","Atlético-MG","home","-0.10"
"2014.01","8514","52950","Victor","Atlético-MG","home","11.00"
"2014.01","8514","38231","Diego Tardelli","Atlético-MG","home","1.10"
"2014.01","8514","72376","Cléber","Corinthians","away","10.20"
"2014.01","8514","42234","Cássio","Corinthians","away","7.40"
"2014.01","8514","80287","Luciano","Corinthians","away","-1.30"
"2014.01","8514","37281","Mano Menezes","Corinthians","away","5.06"
"2014.01","8514","71636","Guilherme","Corinthians","away","1.80"
"2014.01","8514","77738","Romarinho","Corinthians","away","1.30"
"2014.01","8514","87227","Zé Paulo","Corinthians","away","0.00"
"2014.01","8514","68923","Gil","Corinthians","away","6.90"
"2014.01","8514","38315","Jadson","Corinthians","away","-1.30"
"2014.01","8514","75295","Paolo Guerrero","Corinthians","away","2.20"
"2014.01","8514","78891","Petros","Corinthians","away","14.50"
"2014.01","8514","52190","Ralf","Corinthians","away","-0.90"
"2014.01","8514","70944","Bruno Henrique","Corinthians","away","0.00"
"2014.01","8514","38229","Fábio Santos","Corinthians","away","7.10"
"2014.01","8514","42500","Fagner","Corinthians","away","7.80"
"2014.01","8515","69008","Neto","Santos","home","-0.20"
"2014.01","8515","70132","Alan Santos","Santos","home","0.00"
"2014.01","8515","73896","Geuvânio","Santos","home","13.90"
"2014.01","8515","73855","Jubal","Santos","home","-2.50"
"2014.01","8515","68953","Leandro Damião","Santos","home","3.30"
"2014.01","8515","77967","Mena","Santos","home","2.00"
"2014.01","8515","36940","Oswaldo De Oliveira","Santos","home","3.94"
"2014.01","8515","37718","Arouca","Santos","home","3.30"
"2014.01","8515","68929","Thiago Ribeiro","Santos","home","1.00"
"2014.01","8515","50317","David Braz","Santos","home","0.00"
"2014.01","8515","37688","Cícero","Santos","home","1.20"
"2014.01","8515","37984","Aranha","Santos","home","1.00"
"2014.01","8515","80583","Lucas Lima","Santos","home","0.00"
"2014.01","8515","61106","Cicinho","Santos","home","11.00"
"2014.01","8515","83257","Gabriel","Santos","home","9.30"
"2014.01","8515","60969","Patric","Sport","away","2.30"
"2014.01","8515","68834","Rithely","Sport","away","1.90"
"2014.01","8515","38579","Rodrigo Mancha","Sport","away","-4.60"
"2014.01","8515","73957","Ewerton Páscoa","Sport","away","-0.60"
"2014.01","8515","60825","Felipe Azevedo","Sport","away","5.40"
"2014.01","8515","60822","Renan Oliveira","Sport","away","3.40"
"2014.01","8515","78445","Renê","Sport","away","-0.10"
"2014.01","8515","42118","Neto Baiano","Sport","away","6.40"
"2014.01","8515","72039","Ferron","Sport","away","-4.10"
"2014.01","8515","38100","Durval","Sport","away","-0.90"
"2014.01","8515","38021","Wendel","Sport","away","0.90"
"2014.01","8515","41218","Magrão","Sport","away","10.20"
"2014.01","8515","87211","Eduardo Baptista","Sport","away","2.33"
"2014.01","8515","71042","Augusto","Sport","away","1.70"
"2014.01","8515","61135","Ananias","Sport","away","3.70"
"2014.01","8516","78648","Dráusio","Atlético-PR","home","14.10"
"2014.01","8516","86409","Lucas Olaza","Atlético-PR","home","4.50"
"2014.01","8516","82657","Miguel Ángel Portuga","Atlético-PR","home","4.58"
"2014.01","8516","80281","Cleberson","Atlético-PR","home","3.60"
"2014.01","8516","86264","Natanael","Atlético-PR","home","4.70"
"2014.01","8516","86189","Mosquito","Atlético-PR","home","-0.60"
"2014.01","8516","82463","Otávio","Atlético-PR","home","0.50"
"2014.01","8516","56102","João Paulo","Atlético-PR","home","1.70"
"2014.01","8516","87399","Mário Sérgio","Atlético-PR","home","5.20"
"2014.01","8516","73446","Éderson","Atlético-PR","home","0.30"
"2014.01","8516","50292","Paulinho Dias","Atlético-PR","home","-0.50"
"2014.01","8516","69022","Marcelo","Atlético-PR","home","2.30"
"2014.01","8516","83266","Marcos Guilherme","Atlético-PR","home","5.40"
"2014.01","8516","69018","Deivid","Atlético-PR","home","4.50"
"2014.01","8516","69012","Santos","Atlético-PR","home","4.70"
"2014.01","8516","78715","Ramiro","Grêmio","away","-0.80"
"2014.01","8516","61033","Rodriguinho","Grêmio","away","-0.20"
"2014.01","8516","86748","Breno","Grêmio","away","4.30"
"2014.01","8516","50961","Léo Gago","Grêmio","away","0.40"
"2014.01","8516","62137","Enderson Moreira","Grêmio","away","1.54"
"2014.01","8516","37792","Edinho","Grêmio","away","-2.50"
"2014.01","8516","78379","Barcos","Grêmio","away","3.10"
"2014.01","8516","67953","Riveros","Grêmio","away","1.40"
"2014.01","8516","62086","Pará","Grêmio","away","3.80"
"2014.01","8516","68920","Dudu","Grêmio","away","1.30"
"2014.01","8516","69180","Busatto","Grêmio","away","-2.00"
"2014.01","8516","80853","Pedro Geromel","Grêmio","away","4.50"
"2014.01","8516","36612","Zé Roberto","Grêmio","away","5.30"
"2014.01","8516","86757","Everton","Grêmio","away","0.00"
"2014.01","8516","72491","Bressan","Grêmio","away","-1.70"
"2014.01","8517","36443","Dida","Internacional","home","5.00"
"2014.01","8517","38219","Alex","Internacional","home","3.10"
"2014.01","8517","37655","Rafael Moura","Internacional","home","0.50"
"2014.01","8517","69325","Aránguiz","Internacional","home","11.70"
"2014.01","8517","85423","Valdivia","Internacional","home","2.70"
"2014.01","8517","38108","Jorge Henrique","Internacional","home","0.20"
"2014.01","8517","38074","Ygor","Internacional","home","1.70"
"2014.01","8517","68685","Alan Patrick","Internacional","home","1.50"
"2014.01","8517","54424","Willians","Internacional","home","3.10"
"2014.01","8517","40006","Abel Braga","Internacional","home","5.59"
"2014.01","8517","62023","D'Alessandro","Internacional","home","10.30"
"2014.01","8517","63172","Paulão","Internacional","home","8.00"
"2014.01","8517","74074","Claudio Winck","Internacional","home","7.30"
"2014.01","8517","49674","Fabrício","Internacional","home","4.40"
"2014.01","8517","36540","Juan","Internacional","home","2.00"
"2014.01","8517","80573","Luiz Gustavo","Vitória","away","1.30"
"2014.01","8517","70928","William Henrique","Vitória","away","0.50"
"2014.01","8517","69006","Dão","Vitória","away","3.50"
"2014.01","8517","72334","Ayrton","Vitória","away","1.20"
"2014.01","8517","79553","Mansur","Vitória","away","2.30"
"2014.01","8517","60788","Marquinhos","Vitória","away","2.10"
"2014.01","8517","37246","Ney Franco","Vitória","away","1.78"
"2014.01","8517","85400","Marcelo","Vitória","away","-0.40"
"2014.01","8517","37705","Juan","Vitória","away","-2.90"
"2014.01","8517","68917","Vinícius","Vitória","away","-1.30"
"2014.01","8517","50284","Wilson","Vitória","away","4.50"
"2014.01","8517","50418","Dinei","Vitória","away","2.90"
"2014.01","8517","86859","José Welison","Vitória","away","1.40"
"2014.01","8517","39230","Neto Coruja","Vitória","away","2.60"
"2014.01","8517","72943","Luís Cáceres","Vitória","away","0.60"
"2014.01","8518","78605","Gabriel","Botafogo","away","7.40"
"2014.01","8518","37645","Marcelo Mattos","Botafogo","away","-2.90"
"2014.01","8518","37795","Jorge Wagner","Botafogo","away","-1.10"
"2014.01","8518","38523","Edílson","Botafogo","away","-0.40"
"2014.01","8518","38109","Jefferson","Botafogo","away","3.00"
"2014.01","8518","37789","Bolívar","Botafogo","away","3.20"
"2014.01","8518","62127","Wallyson","Botafogo","away","-1.90"
"2014.01","8518","69304","Lodeiro","Botafogo","away","0.90"
"2014.01","8518","81236","Ferreyra","Botafogo","away","-3.90"
"2014.01","8518","69232","Bolatti","Botafogo","away","3.00"
"2014.01","8518","78946","Dória","Botafogo","away","1.00"
"2014.01","8518","39850","Vagner Mancini","Botafogo","away","0.76"
"2014.01","8518","74065","Zeballos","Botafogo","away","1.10"
"2014.01","8518","50362","Lucas","Botafogo","away","0.20"
"2014.01","8518","37663","Julio Cesar","Botafogo","away","-1.20"
"2014.01","8518","62977","Paulo Henrique Ganso","São Paulo","home","4.10"
"2014.01","8518","38196","Maicon","São Paulo","home","2.80"
"2014.01","8518","38194","Antônio Carlos","São Paulo","home","16.60"
"2014.01","8518","42222","Osvaldo","São Paulo","home","0.00"
"2014.01","8518","60803","Souza","São Paulo","home","1.70"
"2014.01","8518","73800","Rodrigo Caio","São Paulo","home","7.50"
"2014.01","8518","68728","Douglas","São Paulo","home","22.10"
"2014.01","8518","69308","Álvaro Pereira","São Paulo","home","2.40"
"2014.01","8518","78241","Pabón","São Paulo","home","2.40"
"2014.01","8518","36934","Muricy Ramalho","São Paulo","home","8.92"
"2014.01","8518","38055","Rogério Ceni","São Paulo","home","10.40"
"2014.01","8518","49675","Alexandre Pato","São Paulo","home","5.40"
"2014.01","8518","78850","Reinaldo","São Paulo","home","6.40"
"2014.01","8518","86841","Boschilia","São Paulo","home","3.90"
"2014.01","8518","37919","Luis Fabiano","São Paulo","home","12.40"
"2014.01","8519","74060","Luiz Antonio","Flamengo","home","0.00"
"2014.01","8519","78578","Paulinho","Flamengo","home","-0.80"
"2014.01","8519","68958","Wallace","Flamengo","home","6.30"
"2014.01","8519","72071","Amaral","Flamengo","home","-2.60"
"2014.01","8519","79023","Mattheus","Flamengo","home","-1.00"
"2014.01","8519","73515","Gabriel","Flamengo","home","0.00"
"2014.01","8519","79019","Jayme De Almeida","Flamengo","home","2.35"
"2014.01","8519","50301","Everton","Flamengo","home","1.80"
"2014.01","8519","81121","Mugni","Flamengo","home","-0.60"
"2014.01","8519","37701","Léo Moura","Flamengo","home","0.40"
"2014.01","8519","37684","Chicão","Flamengo","home","9.10"
"2014.01","8519","37958","Felipe","Flamengo","home","8.00"
"2014.01","8519","38311","Márcio Araújo","Flamengo","home","3.00"
"2014.01","8519","37673","Alecsandro","Flamengo","home","2.30"
"2014.01","8519","37899","Renan","Goiás","away","17.00"
"2014.01","8519","38695","David","Goiás","away","1.70"
"2014.01","8519","82737","Welinton Junior","Goiás","away","1.50"
"2014.01","8519","72168","João Paulo","Goiás","away","0.60"
"2014.01","8519","42232","Amaral","Goiás","away","3.10"
"2014.01","8519","62139","Ricardo Drubscky","Goiás","away","4.01"
"2014.01","8519","70058","Tiago Real","Goiás","away","0.00"
"2014.01","8519","37783","Ramon","Goiás","away","1.00"
"2014.01","8519","71123","Thiago Mendes","Goiás","away","-4.00"
"2014.01","8519","63326","Rychely","Goiás","away","0.70"
"2014.01","8519","36792","Araújo","Goiás","away","1.10"
"2014.01","8519","73417","Lima","Goiás","away","4.50"
"2014.01","8519","71038","Pedro Henrique","Goiás","away","6.10"
"2014.01","8519","68904","Vítor","Goiás","away","6.30"
"2014.01","8519","70934","Jackson","Goiás","away","4.50"
"2014.01","8520","37826","Paulo Baier","Criciúma","home","8.70"
"2014.01","8520","68830","Ricardinho","Criciúma","home","-0.70"
"2014.01","8520","68987","João Vitor","Criciúma","home","0.00"
"2014.01","8520","72097","Giovanni","Criciúma","home","2.50"
"2014.01","8520","72079","Bruno Cortez","Criciúma","home","0.00"
"2014.01","8520","50908","Wellington Bruno","Criciúma","home","0.50"
"2014.01","8520","68746","Sergio Escudero","Criciúma","home","0.70"
"2014.01","8520","50645","Eduardo","Criciúma","home","7.60"
"2014.01","8520","41946","Caio Júnior","Criciúma","home","1.89"
"2014.01","8520","71799","Silvinho","Criciúma","home","-1.10"
"2014.01","8520","50454","Serginho","Criciúma","home","3.90"
"2014.01","8520","38425","Fábio Ferreira","Criciúma","home","3.70"
"2014.01","8520","77556","Bruno","Criciúma","home","-4.00"
"2014.01","8520","83614","Bruno Lopes","Criciúma","home","-1.40"
"2014.01","8520","83506","Vítor Michels","Criciúma","home","0.40"
"2014.01","8520","50347","Alan Kardec","Palmeiras","away","6.90"
"2014.01","8520","37306","Gilson Kleina","Palmeiras","away","2.91"
"2014.01","8520","86222","Rodolfo","Palmeiras","away","0.20"
"2014.01","8520","68954","Marquinhos Gabriel","Palmeiras","away","0.10"
"2014.01","8520","38140","Fernando Prass","Palmeiras","away","7.40"
"2014.01","8520","50328","Marcelo Oliveira","Palmeiras","away","-2.40"
"2014.01","8520","68951","Josimar","Palmeiras","away","-2.70"
"2014.01","8520","38435","Valdivia","Palmeiras","away","4.50"
"2014.01","8520","38432","Wendel","Palmeiras","away","4.30"
"2014.01","8520","41519","Lúcio","Palmeiras","away","-0.20"
"2014.01","8520","50421","Wesley","Palmeiras","away","6.10"
"2014.01","8520","52558","Bruno César","Palmeiras","away","0.30"
"2014.01","8520","73085","Leandro","Palmeiras","away","7.20"
"2014.01","8520","63119","Juninho","Palmeiras","away","1.20"
"2014.01","8520","51495","Tiago Alves","Palmeiras","away","0.40"
"2014.01","8521","50361","Rafael Lima","Chapecoense","home","3.60"
"2014.01","8521","82768","Danilo","Chapecoense","home","4.70"
"2014.01","8521","51293","Wanderson","Chapecoense","home","0.70"
"2014.01","8521","51193","Fabinho Alves","Chapecoense","home","0.70"
"2014.01","8521","86334","Roni","Chapecoense","home","2.30"
"2014.01","8521","51168","André Paulino","Chapecoense","home","3.90"
"2014.01","8521","82647","Régis","Chapecoense","home","1.40"
"2014.01","8521","78478","Willian Arão","Chapecoense","home","1.20"
"2014.01","8521","82525","Rodrigo Biro","Chapecoense","home","9.40"
"2014.01","8521","79594","Ednei","Chapecoense","home","10.20"
"2014.01","8521","79193","Abuda","Chapecoense","home","-2.10"
"2014.01","8521","68696","Bergson","Chapecoense","home","1.90"
"2014.01","8521","62119","Tiago Luis","Chapecoense","home","0.40"
"2014.01","8521","73481","Gilmar Dal Pozzo","Chapecoense","home","3.67"
"2014.01","8521","37983","Ricardo Conceição","Chapecoense","home","2.10"
"2014.01","8521","63014","Gil","Coritiba","away","5.40"
"2014.01","8521","60858","Moacir","Coritiba","away","7.30"
"2014.01","8521","70046","Victor Ferraz","Coritiba","away","5.90"
"2014.01","8521","50462","Leandro Almeida","Coritiba","away","4.70"
"2014.01","8521","62121","Vanderlei","Coritiba","away","5.50"
"2014.01","8521","62104","Robinho","Coritiba","away","-1.00"
"2014.01","8521","36856","Celso Roth","Coritiba","away","4.50"
"2014.01","8521","73465","Luccas Claro","Coritiba","away","5.50"
"2014.01","8521","50446","Chico","Coritiba","away","4.10"
"2014.01","8521","78965","Roni","Coritiba","away","2.10"
"2014.01","8521","71093","Baraka","Coritiba","away","-0.40"
"2014.01","8521","40904","Julio Cesar","Coritiba","away","3.90"
"2014.01","8521","63194","Carlinhos","Coritiba","away","5.30"
"2014.01","8521","38960","Zé Eduardo","Coritiba","away","1.20"
"2014.02","8862","38451","Carlinhos","Fluminense","away","5.80"
"2014.02","8862","60752","Cristóvão Borges","Fluminense","away","5.53"
"2014.02","8862","38431","Diego Cavalieri","Fluminense","away","7.10"
"2014.02","8862","62047","Jean","Fluminense","away","6.00"
"2014.02","8862","37674","Wagner","Fluminense","away","0.70"
"2014.02","8862","74059","Elivelton","Fluminense","away","6.70"
"2014.02","8862","50417","Valencia","Fluminense","away","0.00"
"2014.02","8862","42499","Bruno","Fluminense","away","5.60"
"2014.02","8862","68887","Gum","Fluminense","away","5.30"
"2014.02","8862","37627","Diguinho","Fluminense","away","7.00"
"2014.02","8862","50348","Conca","Fluminense","away","4.00"
"2014.02","8862","37798","Rafael Sobis","Fluminense","away","8.60"
"2014.02","8862","38162","Fred","Fluminense","away","4.00"
"2014.02","8862","50666","Diogo","Palmeiras","home","0.00"
"2014.02","8862","38140","Fernando Prass","Palmeiras","home","10.20"
"2014.02","8862","41519","Lúcio","Palmeiras","home","-1.30"
"2014.02","8862","68951","Josimar","Palmeiras","home","-0.80"
"2014.02","8862","38435","Valdivia","Palmeiras","home","-3.20"
"2014.02","8862","38432","Wendel","Palmeiras","home","-0.70"
"2014.02","8862","73213","Miguel","Palmeiras","home","0.00"
"2014.02","8862","73085","Leandro","Palmeiras","home","3.30"
"2014.02","8862","50421","Wesley","Palmeiras","home","2.20"
"2014.02","8862","63119","Juninho","Palmeiras","home","1.30"
"2014.02","8862","51495","Tiago Alves","Palmeiras","home","0.50"
"2014.02","8862","72159","Serginho","Palmeiras","home","0.80"
"2014.02","8862","37306","Gilson Kleina","Palmeiras","home","1.75"
"2014.02","8862","50328","Marcelo Oliveira","Palmeiras","home","4.60"
"2014.02","8862","68954","Marquinhos Gabriel","Palmeiras","home","2.40"
"2014.02","8863","79701","Lucas Silva","Cruzeiro","home","0.80"
"2014.02","8863","62136","Marcelo Oliveira","Cruzeiro","home","1.98"
"2014.02","8863","37694","Henrique","Cruzeiro","home","-2.40"
"2014.02","8863","81150","Mayke","Cruzeiro","home","3.40"
"2014.02","8863","51772","Éverton Ribeiro","Cruzeiro","home","3.50"
"2014.02","8863","37656","Fábio","Cruzeiro","home","-2.00"
"2014.02","8863","37941","Borges","Cruzeiro","home","-0.80"
"2014.02","8863","38921","Júlio Baptista","Cruzeiro","home","6.30"
"2014.02","8863","51705","Bruno Rodrigo","Cruzeiro","home","-0.80"
"2014.02","8863","73708","Samudio","Cruzeiro","home","-2.40"
"2014.02","8863","68833","Ricardo Goulart","Cruzeiro","home","1.30"
"2014.02","8863","38573","Nilton","Cruzeiro","home","0.40"
"2014.02","8863","42116","Willian","Cruzeiro","home","4.90"
"2014.02","8863","60819","Dedé","Cruzeiro","home","8.80"
"2014.02","8863","37790","Ceará","Cruzeiro","home","0.80"
"2014.02","8863","50324","Hudson","São Paulo","away","0.20"
"2014.02","8863","60803","Souza","São Paulo","away","2.20"
"2014.02","8863","36934","Muricy Ramalho","São Paulo","away","2.13"
"2014.02","8863","68728","Douglas","São Paulo","away","-1.10"
"2014.02","8863","69308","Álvaro Pereira","São Paulo","away","-0.50"
"2014.02","8863","55348","Luis Ricardo","São Paulo","away","0.90"
"2014.02","8863","38055","Rogério Ceni","São Paulo","away","-2.20"
"2014.02","8863","49675","Alexandre Pato","São Paulo","away","1.60"
"2014.02","8863","86841","Boschilia","São Paulo","away","2.10"
"2014.02","8863","37919","Luis Fabiano","São Paulo","away","-2.00"
"2014.02","8863","73800","Rodrigo Caio","São Paulo","away","0.30"
"2014.02","8863","38196","Maicon","São Paulo","away","5.60"
"2014.02","8863","42222","Osvaldo","São Paulo","away","6.00"
"2014.02","8863","62977","Paulo Henrique Ganso","São Paulo","away","2.70"
"2014.02","8863","38194","Antônio Carlos","São Paulo","away","7.60"
"2014.02","8864","85629","Daniel","Botafogo","home","3.60"
"2014.02","8864","37789","Bolívar","Botafogo","home","-0.30"
"2014.02","8864","68744","Emerson","Botafogo","home","11.80"
"2014.02","8864","38109","Jefferson","Botafogo","home","2.00"
"2014.02","8864","69304","Lodeiro","Botafogo","home","5.50"
"2014.02","8864","74065","Zeballos","Botafogo","home","8.30"
"2014.02","8864","39850","Vagner Mancini","Botafogo","home","3.16"
"2014.02","8864","78946","Dória","Botafogo","home","-0.90"
"2014.02","8864","61985","Airton","Botafogo","home","-1.40"
"2014.02","8864","37663","Julio Cesar","Botafogo","home","-1.50"
"2014.02","8864","50362","Lucas","Botafogo","home","-4.20"
"2014.02","8864","78605","Gabriel","Botafogo","home","5.50"
"2014.02","8864","37621","Junior Cesar","Botafogo","home","0.70"
"2014.02","8864","37795","Jorge Wagner","Botafogo","home","2.60"
"2014.02","8864","38523","Edílson","Botafogo","home","3.10"
"2014.02","8864","85423","Valdivia","Internacional","away","9.50"
"2014.02","8864","77670","Gladestony","Internacional","away","-1.90"
"2014.02","8864","69325","Aránguiz","Internacional","away","4.80"
"2014.02","8864","54424","Willians","Internacional","away","-2.90"
"2014.02","8864","40006","Abel Braga","Internacional","away","3.68"
"2014.02","8864","62023","D'Alessandro","Internacional","away","3.10"
"2014.02","8864","36540","Juan","Internacional","away","3.40"
"2014.02","8864","49674","Fabrício","Internacional","away","3.20"
"2014.02","8864","36443","Dida","Internacional","away","-3.00"
"2014.02","8864","68685","Alan Patrick","Internacional","away","2.80"
"2014.02","8864","63172","Paulão","Internacional","away","0.80"
"2014.02","8864","38279","Wellington Paulista","Internacional","away","0.50"
"2014.02","8864","37655","Rafael Moura","Internacional","away","15.90"
"2014.02","8864","80585","Otávio","Internacional","away","-1.00"
"2014.02","8864","85882","Diogo","Internacional","away","5.30"
"2014.02","8865","77895","Emerson Conceição","Atlético-MG","away","0.40"
"2014.02","8865","79947","Marion","Atlético-MG","away","-0.50"
"2014.02","8865","38138","Jô","Atlético-MG","away","4.40"
"2014.02","8865","38440","Pierre","Atlético-MG","away","3.60"
"2014.02","8865","50294","Guilherme","Atlético-MG","away","0.10"
"2014.02","8865","36802","Ronaldinho Gaúcho","Atlético-MG","away","-0.20"
"2014.02","8865","84861","Alex Silva","Atlético-MG","away","2.90"
"2014.02","8865","40025","Levir Culpi","Atlético-MG","away","1.83"
"2014.02","8865","68925","Leonardo Silva","Atlético-MG","away","-3.50"
"2014.02","8865","68690","André","Atlético-MG","away","-2.00"
"2014.02","8865","69219","Otamendi","Atlético-MG","away","-0.20"
"2014.02","8865","52950","Victor","Atlético-MG","away","1.40"
"2014.02","8865","38231","Diego Tardelli","Atlético-MG","away","-1.60"
"2014.02","8865","51318","Leandro Donizete","Atlético-MG","away","3.50"
"2014.02","8865","68758","Fernandinho","Atlético-MG","away","11.80"
"2014.02","8865","82703","Matheus Biteco","Grêmio","home","2.80"
"2014.02","8865","62137","Enderson Moreira","Grêmio","home","2.37"
"2014.02","8865","88479","Walace","Grêmio","home","0.00"
"2014.02","8865","37770","Marcelo Grohe","Grêmio","home","7.50"
"2014.02","8865","68945","Saimon","Grêmio","home","-0.80"
"2014.02","8865","82632","Lucas Coelho","Grêmio","home","7.80"
"2014.02","8865","72495","Moisés","Grêmio","home","4.80"
"2014.02","8865","72491","Bressan","Grêmio","home","-5.50"
"2014.02","8865","86759","Luan","Grêmio","home","-3.30"
"2014.02","8865","78715","Ramiro","Grêmio","home","-0.40"
"2014.02","8865","61033","Rodriguinho","Grêmio","home","0.90"
"2014.02","8865","86757","Everton","Grêmio","home","2.00"
"2014.02","8865","86748","Breno","Grêmio","home","0.40"
"2014.02","8865","86436","Alan Ruiz","Grêmio","home","9.40"
"2014.02","8865","83048","Rafael Thyere","Grêmio","home","0.50"
"2014.02","8866","70055","Geraldo","Coritiba","home","0.80"
"2014.02","8866","73465","Luccas Claro","Coritiba","home","5.50"
"2014.02","8866","70046","Victor Ferraz","Coritiba","home","8.10"
"2014.02","8866","62121","Vanderlei","Coritiba","home","5.00"
"2014.02","8866","36856","Celso Roth","Coritiba","home","5.38"
"2014.02","8866","50462","Leandro Almeida","Coritiba","home","10.80"
"2014.02","8866","40904","Julio Cesar","Coritiba","home","0.00"
"2014.02","8866","62104","Robinho","Coritiba","home","-0.30"
"2014.02","8866","50446","Chico","Coritiba","home","6.10"
"2014.02","8866","78965","Roni","Coritiba","home","2.70"
"2014.02","8866","71093","Baraka","Coritiba","home","0.70"
"2014.02","8866","63194","Carlinhos","Coritiba","home","9.50"
"2014.02","8866","38960","Zé Eduardo","Coritiba","home","3.40"
"2014.02","8866","42490","Jajá","Coritiba","home","5.50"
"2014.02","8866","63014","Gil","Coritiba","home","1.40"
"2014.02","8866","36940","Oswaldo De Oliveira","Santos","away","1.75"
"2014.02","8866","68953","Leandro Damião","Santos","away","-0.30"
"2014.02","8866","50317","David Braz","Santos","away","3.20"
"2014.02","8866","68929","Thiago Ribeiro","Santos","away","0.10"
"2014.02","8866","37688","Cícero","Santos","away","1.00"
